site,treatment,year,n,CHELSA_bio10_01,prec,hli,soil_Ph,soil_Ph2,soil_ZZ,soil_P,soil_TN,soil_susina,soil_Ca,soil_K,soil_Mg,PC1,PC2,PC3,temp
SVI,2,2,33,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,2,3,29,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,3,0,24,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,3,1,31,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,3,2,29,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,3,3,29,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,4,0,24,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,4,1,21,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,4,2,28,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,4,3,32,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVK,1,0,8,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,1,1,6,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,1,2,16,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,1,3,18,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,0,0,9,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,0,1,7,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,0,2,10,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,0,3,8,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,2,0,16,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,2,1,18,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,2,2,23,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,2,3,28,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,3,0,7,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,3,1,13,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,3,2,16,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,3,3,26,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,4,0,6,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,4,1,11,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,4,2,15,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
SVK,4,3,19,78,620,0.83677046,4.69,5.59,8.95,12.441,3353.378,98.64,1100.9,81.04232134,206.8167765,0.456870155924881,-0.0347741731268564,-0.428606131500042,62
VCL,1,0,16,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,1,1,19,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,1,2,22,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,1,3,19,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,0,0,13,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,0,1,10,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,0,2,15,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,0,3,21,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,2,0,16,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,2,1,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,2,2,21,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,2,3,19,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,3,0,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,3,1,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,3,2,16,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,3,3,20,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,4,0,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,4,1,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,4,2,18,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
VCL,4,3,17,76,735,0.711224254,6.53,7.19,9.42,173.224,3195.105,97.94,1578.2,112.7273412,96.33063706,-0.108918644684699,-0.148712907441839,1.115340573586,73.5
ZUB,1,0,10,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,1,1,17,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,1,2,15,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,0,0,15,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,0,1,14,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,0,2,15,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,2,0,14,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,2,1,16,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,2,2,19,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,3,0,11,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,3,1,16,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,3,2,18,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,4,0,12,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,4,1,17,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
ZUB,4,2,19,71,683,0.618990511,5.03,5.92,12.16,9.975,5239.779,97.9,898,68.12672001,80.77846295,0.736118218232125,-0.353964590643201,-0.495495256483495,68.3
